fixture_id,market_id,timestamp,outcome,price,volume,best_bid,best_ask,bid_size,ask_size,source
18746260,2126503,2026-05-28 00:46:44.925000+00:00,yes,0.37,,0.44,0.3,40.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:44.949000+00:00,yes,0.295,,0.29,0.3,667.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:44.962000+00:00,yes,0.295,,0.29,0.3,667.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:44.973000+00:00,yes,0.295,,0.29,0.3,667.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:44.984000+00:00,yes,0.3,,0.3,0.3,285.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.030000+00:00,yes,0.3,,0.3,0.3,285.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.108000+00:00,yes,0.3,,0.3,0.3,285.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.149000+00:00,yes,0.3,,0.3,0.3,285.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.173000+00:00,yes,0.3,,0.3,0.3,285.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.178000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.218000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.219000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.221000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.233000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.237000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.264000+00:00,yes,0.345,,0.39,0.3,105.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.338000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.342000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.344000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.346000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.351000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.352000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.353000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.361000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.388000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.392000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.394000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.396000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.397000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.398000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.416000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.458000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.464000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.466000+00:00,yes,0.345,,0.39,0.3,85.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.477000+00:00,yes,0.345,,0.39,0.3,85.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.480000+00:00,yes,0.345,,0.39,0.3,85.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.482000+00:00,yes,0.345,,0.39,0.3,85.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.594000+00:00,yes,0.345,,0.39,0.3,85.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.595000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.621000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.663000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.665000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.674000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.695000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.749000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.794000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.847000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.852000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.877000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:45.911000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.064000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.123000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.180000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.194000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.250000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.347000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.352000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.413000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.715000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.909000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.910000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:46.947000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.167000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.184000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.190000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.209000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.219000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.273000+00:00,yes,0.345,,0.39,0.3,25.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.300000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.356000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.381000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.437000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.447000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.504000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.506000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.528000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.693000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.733000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.739000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.770000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.782000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.784000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:47.874000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.041000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.090000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.205000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.214000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.254000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.255000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.269000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.281000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.300000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.309000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.338000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.372000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.389000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.417000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.422000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.437000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.439000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.441000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.442000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.545000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.567000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.591000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.607000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.802000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.815000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.823000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.884000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.921000+00:00,yes,0.495,,0.69,0.3,1452.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:48.933000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.003000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.005000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.008000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.053000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.076000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.096000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.130000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.169000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.173000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.199000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.206000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.214000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.225000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.262000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.268000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.311000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.361000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.420000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.434000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.435000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.481000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.486000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.514000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.537000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.543000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.578000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.717000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.754000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.757000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.812000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.844000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.942000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:49.957000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.049000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.129000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.132000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.175000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.181000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.182000+00:00,yes,0.495,,0.69,0.3,1420.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.183000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.188000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.190000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.196000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.203000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.212000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.254000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.279000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.318000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.464000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.472000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.482000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.547000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.585000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.649000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.757000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.774000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.789000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.858000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
18746260,2126503,2026-05-28 00:46:50.892000+00:00,yes,0.495,,0.69,0.3,704.0,575.0,pmxt_archive_orderbook
